name,fullname,dob,country,position,foot,weight,height,potential,elo,href
Laure,Laureano Sanabria Ruiz,1985-03-22,Spain,DF (Defender),Right,65.0,171.0,69,58,/player/laure-23576
Clemente Rodriguez,Clemente Juan Rodríguez,1981-07-31,Argentina,DF (Defender),Left-footed,66.0,166.0,81,81,/player/c-rodriguez-22800
Abderrahmane Kabous,Abderrahmane Kabous,1983-04-24,France,MID (Midfielder),Right,78.0,185.0,45,45,/player/adberrahmane-266946
Koikili,Koikili Lertxundi Del Campo,1980-12-23,Spain,DF (Defender),Left-footed,68.0,170.0,71,70,/player/koikili-29959
Puga,Ione Puga Doreste,1986-08-07,Spain,GOA (Goalkeeper),Unknown,70.0,180.0,54,54,/player/ione-235293
Danny Szetela,Daniel Szetela,1987-06-17,United States,MID (Midfielder),Right,76.0,178.0,54,54,/player/danny-szetela-danny-szetela
Manu Hervás,Manuel Hernández-Sonseca Hervás,1986-06-06,Spain,DF (Defender),Unknown,78.0,185.0,36,36,/player/manu-hervas-257648
Raúl Fernandez,Raúl Fernández-Cavada Mateos,1988-03-13,Spain,GOA (Goalkeeper),Two-Footed,92.0,196.0,71,58,/player/raul-fernandez-34268
Vladimir Manchev,Vladimir Manchev,1977-10-06,Bulgaria,STR (Striker),Unknown,78.0,183.0,70,70,/player/manchev-257640
Milan Smiljanić,Milan Smiljanić,1986-11-19,Sweden,MID (Midfielder),Right,78.0,183.0,54,36,/player/milan-smiljanic-198107
Fabio Coltorti,Fabio Coltorti,1980-12-03,Switzerland,GOA (Goalkeeper),Right,95.0,197.0,70,70,/player/f-coltorti-13237
Arouna Koné,Arouna Koné,1983-11-11,Ivory Coast,STR (Striker),Right,81.0,181.0,81,81,/player/a-kone-5863
Manuel Fernandes,Manuel Henrique Tavares Fernandes,1986-02-05,Portugal,MID (Midfielder),Right,75.0,176.0,81,53,/player/manuel-fernandes-339
Víctor,Víctor Manuel Fernández Gutiérrez,1974-04-17,Spain,STR (Striker),Unknown,66.0,166.0,82,82,/player/victor
Marcos,Alberto Marcos,1974-02-15,Spain,DF (Defender),Unknown,76.0,173.0,81,80,/player/alberto-marcos-rey
Álex Ortiz,Alejandro Ortiz Ramos,1985-09-25,Spain,DF (Defender),Right,71.0,181.0,72,72,/player/alex-ortiz-49220
Víctor,Víctor Mesa,1985-04-16,Spain,DF (Defender),Unknown,83.0,193.0,32,32,/player/victor-manuel-mesa-jorge
Hedwiges Maduro,Hedwiges Eduard Martinus Maduro,1985-02-13,Netherlands,MID (Midfielder),Right,79.0,185.0,72,72,/player/h-maduro-1581
Espasandín,Víctor Manuel Espasandín Facal,1985-03-16,Spain,DF (Defender),Unknown,73.0,176.0,57,57,/player/espasandin-29466
Joseba Llorente,Joseba Llorente,1979-11-24,Spain,STR (Striker),Right,72.0,184.0,81,81,/player/j-llorente-23470
Álvaro Rubio,Álvaro Rubio Robles,1979-04-18,Spain,MID (Midfielder),Right,80.0,178.0,76,76,/player/alvaro-rubio-27018
Lombán,David Rodríguez Lombán,1987-06-05,Spain,DF (Defender),Right,79.0,185.0,74,60,/player/lomban-30669
Christian Wilhelmsson,Christian Wilhelmsson,1979-12-08,Sweden,MID (Midfielder),Right,68.0,177.0,76,76,/player/c-wilhelmsson-481
Guilherme Santos,Guilherme Oliveira Santos,1988-02-05,Brazil,DF (Defender),Left-footed,77.0,173.0,68,53,/player/guilherme-santos-220577
Esteban Granero,Esteban Félix Granero Molina,1987-07-02,Spain,MID (Midfielder),Right,75.0,180.0,75,75,/player/e-granero-29365
Cuadrado,Iván Javier Cuadrado,1979-02-21,Spain,DF (Defender),Right,80.0,190.0,70,70,/player/cuadrado-27056
Javi Fuego,Javier Fuego Martínez,1984-01-04,Spain,MID (Midfielder),Right,74.0,181.0,79,79,/player/javi-fuego-23408
Emilio Nsue,Emilio Nsue López,1989-09-30,Spain,DF (Defender),Right,75.0,182.0,75,54,/player/e-nsue-28110
Bruno Saltor,Bruno Saltor Grau,1980-10-01,Spain,DF (Defender),Right,76.0,181.0,81,79,/player/bruno-33021
Sisi,Sisinio González Martínez,1986-04-22,Spain,MID (Midfielder),Right,60.0,168.0,71,71,/player/sisi-31540
Gonzalo Castro,Gonzalo Castro Irizábal,1984-09-14,Uruguay,STR (Striker),Left-footed,77.0,178.0,78,62,/player/c-castro-27023
Silvestre Varela,Silvestre Manuel Gonçalves Varela,1985-02-02,Portugal,STR (Striker),Two-Footed,75.0,180.0,77,59,/player/s-varela-6471
Iván Alonso,Iván Daniel Alonso Vallejo,1979-04-10,Uruguay,STR (Striker),Left-footed,77.0,180.0,75,75,/player/i-alonso-27225
Natalio,Natalio Lorenzo Poquet,1984-09-18,Spain,STR (Striker),Right,70.0,176.0,66,50,/player/natalio-67464
Álvaro Domínguez,Álvaro Domínguez,1989-05-15,Spain,DF (Defender),Left-footed,83.0,189.0,81,81,/player/a-dominguez-27055
Khalid Boulahrouz,Khalid Boulahrouz,1981-12-28,Netherlands,DF (Defender),Right,73.0,176.0,79,79,/player/k-boulahrouz-7801
Javi Castellano,Javier Castellano Betancor,1987-11-02,Spain,MID (Midfielder),Right,74.0,181.0,67,53,/player/javi-castellano-34596
Jaroslav Plašil,Jaroslav Plasil,1982-01-05,Czech Republic,MID (Midfielder),Right,72.0,182.0,86,86,/player/j-plasil-3271
Iván Bolado,Iván Bolado,1989-07-03,Spain,STR (Striker),Right,69.0,178.0,49,49,/player/ivan-bolado-13314
Carlos Vela,Carlos Alberto Vela Garrido,1989-03-01,Mexico,STR (Striker),Left-footed,67.0,177.0,88,78,/player/c-vela-13332
Christian Abbiati,Christian Abbiati,1977-07-08,Italy,GOA (Goalkeeper),Right,92.0,191.0,82,82,/player/c-abbiati-10157
Cabrera,José Cabrera,1982-05-10,Spain,MID (Midfielder),Unknown,83.0,193.0,60,60,/player/cabrera-30634
Armando,Armando Lozano Sánchez,1984-12-16,Spain,DF (Defender),Right,79.0,187.0,63,63,/player/armando-29462
Martín Cáceres,José Martín Cáceres Silva,1987-04-07,Uruguay,DF (Defender),Right,75.0,178.0,81,68,/player/m-caceres-29937
Soriano,Fernando Soriano Marco,1979-09-24,Spain,MID (Midfielder),Right,81.0,189.0,75,75,/player/soriano-23447
Héctor Rodas,Héctor Rodas Ramírez,1988-03-07,Spain,DF (Defender),Right,80.0,190.0,64,52,/player/hector-rodas-29347
Álvaro Antón,Álvaro Antón Camarero,1983-12-28,Spain,MID (Midfielder),Right,70.0,179.0,66,66,/player/alvaro-anton-13273
Kalu Uche,Kalu Uche,1982-11-15,Nigeria,STR (Striker),Right,71.0,179.0,78,37,/player/k-uche-8916
Bartholomew Ogbeche,Bartholomew Ogbeche,1984-10-01,Nigeria,STR (Striker),Two-Footed,78.0,177.0,71,55,/player/bartholomew-ogbeche-31554
Giovani Dos Santos,Giovani Álex Dos Santos Ramírez,1989-05-11,Mexico,STR (Striker),Left-footed,77.0,173.0,79,79,/player/g-dos-santos-28863
Cisma,Domingo Cisma González,1982-02-09,Spain,DF (Defender),Left-footed,78.0,184.0,74,73,/player/d-cisma-29920
Giuseppe Rossi,Giuseppe Rossi,1987-02-01,United States,STR (Striker),Left-footed,72.0,173.0,91,42,/player/g-rossi-11715
Ebi Smolarek,Euzebiusz Smolarek,1981-01-09,Poland,STR (Striker),Right,68.0,178.0,80,80,/player/ebi-smolarek
Javi Ruiz,Javi Ruiz,1980-03-15,Spain,GOA (Goalkeeper),Right,80.0,180.0,50,50,/player/francisco-javier-ruiz-bonilla
Sebastián Eguren,Sebastián Eguren,1981-01-08,Uruguay,MID (Midfielder),Unknown,84.0,186.0,77,77,/player/s-eguren-23464
Diego Godín,Diego Roberto Godín Leal,1986-02-16,Uruguay,DF (Defender),Right,78.0,187.0,92,81,/player/d-godin-40586
Yaya Touré,Gnégnéri Yaya Touré,1983-05-13,Ivory Coast,MID (Midfielder),Right,90.0,189.0,92,92,/player/y-toure-8497
Matuzalém,Francelino Da Silva,1980-06-10,Brazil,MID (Midfielder),Left-footed,74.0,178.0,75,75,/player/f-matuzalem-21116
Peña,Francisco Peña Romero,1978-07-25,Spain,DF (Defender),Left-footed,64.0,170.0,72,72,/player/pena-23991
Vicente Iborra,Vicente Iborra De La Fuente,1988-01-16,Spain,MID (Midfielder),Right,76.0,190.0,82,66,/player/v-iborra-29348
Shota Arveladze,Shota Arveladze,1973-02-22,Georgia,STR (Striker),Unknown,76.0,180.0,84,84,/player/shota-arveladze
Tom De Mul,Tom De Mul,1986-03-04,Belgium,MID (Midfielder),Right,67.0,173.0,66,66,/player/tom-de-mul
Pina,Juan Pedro Pina Martínez,1985-06-29,Spain,DF (Defender),Right,75.0,180.0,63,52,/player/pina-35063
Álex Quillo,Álex Rodríguez Rivas,1986-10-07,Spain,MID (Midfielder),Right,70.0,180.0,48,39,/player/alex-quillo-33132
Pepe Pla,Pepe Plá,1987-01-25,Spain,DF (Defender),Unknown,80.0,182.0,48,48,/player/jose-pla-molla
Morgan De Sanctis,Morgan De Sanctis,1977-03-26,Italy,GOA (Goalkeeper),Right,82.0,190.0,87,87,/player/m-de-sanctis-44818
Alexandre Geijo,Alexandre Geijo Pazos,1982-03-11,Switzerland,STR (Striker),Left-footed,80.0,184.0,70,70,/player/a-geijo-11076
Montoro,Ángel Montoro Sánchez,1988-06-25,Spain,MID (Midfielder),Right,72.0,181.0,72,63,/player/montoro-27456
Mané,José Manuel Jiménez Ortiz,1981-12-21,Spain,MID (Midfielder),Left-footed,69.0,175.0,81,81,/player/mane-28104
Vicente Pascual,Vicente Pascual Collado,1986-08-31,Spain,MID (Midfielder),Unknown,73.0,175.0,42,42,/player/vicente-pascual-29274
Jerzy Dudek,Jerzy Dudek,1973-03-23,Poland,GOA (Goalkeeper),Left-footed,82.0,188.0,87,87,/player/jerzy-dudek
Borja Rubiato,Borja Rubiato Martínez,1984-11-13,Spain,STR (Striker),Left-footed,75.0,185.0,65,57,/player/rubiato-30489
Jony López,Jonathan López Rodríguez,1987-04-17,Spain,DF (Defender),Unknown,73.0,180.0,52,52,/player/jony-lopez-259202
Ricardo,Ricardo Alexandre Martins Soares Pereira,1976-02-11,Portugal,GOA (Goalkeeper),Unknown,80.0,185.0,85,85,/player/ricardo-148776
Luis García,Luis Javier García Sanz,1978-06-24,Spain,STR (Striker),Left-footed,75.0,176.0,85,85,/player/l-garcia-23528
Christian Riganò,Christian Riganò,1974-05-25,Italy,STR (Striker),Unknown,83.0,190.0,71,71,/player/christian-rigano
Alberto De La Bella,Alberto De La Bella Madureño,1985-12-02,Spain,DF (Defender),Left-footed,80.0,182.0,81,55,/player/a-de-la-bella-30476
Ersen Martin,Ersen Martin,1979-05-23,Turkey,STR (Striker),Unknown,85.0,196.0,73,73,/player/ersen-martin-13321
Germán Lux,Germán Darío Lux,1982-07-06,Argentina,GOA (Goalkeeper),Right,77.0,186.0,70,32,/player/g-lux-13240
Del Castillo,Antonio Del Castillo Valeriano,1987-01-11,Spain,DF (Defender),Right,87.0,191.0,55,46,/player/del-castillo-40464
Christoph Metzelder,Christoph Metzelder,1980-11-05,Germany,DF (Defender),Right,91.0,194.0,81,81,/player/c-metzelder-7643
Andrés Fernández,Andrés Eduardo Fernández Moreno,1986-12-17,Spain,GOA (Goalkeeper),Right,86.0,184.0,77,69,/player/andres-28004
Sergio Asenjo,Sergio Asenjo Andrés,1989-06-28,Spain,GOA (Goalkeeper),Right,70.0,189.0,81,65,/player/s-asenjo-28107
Dady,Eduardo Fernandes Pereira Gomes,1981-08-13,Portugal,STR (Striker),Right,84.0,190.0,69,69,/player/eduardo-fernandes-pereira-gomes
Oier,Oier Olazábal Paredes,1989-09-14,Spain,GOA (Goalkeeper),Left-footed,95.0,191.0,72,38,/player/oier-43913
Gerard,Gerard López Segú,1979-03-12,Spain,MID (Midfielder),Unknown,70.0,180.0,83,82,/player/gerard-lopez-segu
Federico Fazio,Federico Julián Fazio,1987-03-17,Argentina,DF (Defender),Right,85.0,195.0,84,71,/player/f-fazio-23481
Sergio Orteman,Sergio Daniel Orteman,1978-09-29,Uruguay,MID (Midfielder),Unknown,83.0,181.0,63,63,/player/s-orteman-65551
Stefano Sorrentino,Stefano Sorrentino,1979-03-28,Italy,GOA (Goalkeeper),Right,84.0,186.0,80,80,/player/s-sorrentino-10187
Aythami Artiles,Aythami Artiles Oliva,1986-04-02,Spain,DF (Defender),Right,81.0,185.0,75,57,/player/aythami-artiles-23865
Rodri,Rodri Suárez Peña,1986-03-07,Spain,MID (Midfielder),Unknown,64.0,175.0,49,49,/player/rodri-37965
Joshua,Joshua Zapata González,1989-01-28,Spain,MID (Midfielder),Left-footed,75.0,180.0,47,47,/player/joshua-33659
Víctor Fernández,Víctor Fernández Maza,1987-08-25,Spain,DF (Defender),Right,69.0,175.0,54,45,/player/victor-fernandez-73055
Íñigo Vélez,Iñigo Vélez,1982-03-15,Spain,STR (Striker),Unknown,84.0,194.0,60,60,/player/inigo-velez-113680
Juan Mata,Juan Manuel Mata García,1988-04-28,Spain,MID (Midfielder),Left-footed,63.0,170.0,89,54,/player/j-mata-23385
Diego Alves,Diego Alves Carreira,1985-06-24,Brazil,GOA (Goalkeeper),Left-footed,83.0,188.0,85,64,/player/d-alves-23437
José Sánchez,José Luis Sánchez Capdevila,1981-02-12,Spain,MID (Midfielder),Left-footed,71.0,174.0,68,68,/player/j-capdevila-27467
Pablo Bernal,Pablo Bernal,1986-12-28,Spain,STR (Striker),Unknown,75.0,179.0,31,31,/player/pablo-bernal-pou
Rochela,David Rochela Calvo,1990-02-19,Spain,DF (Defender),Right,77.0,180.0,57,46,/player/rochela-40467
Diego Seoane,Diego Seoane Pérez,1988-04-26,Spain,DF (Defender),Right,75.0,181.0,59,50,/player/seoane-40468
C. Antón,Chema Antón,1989-03-19,Spain,DF (Defender),Left-footed,76.0,183.0,56,56,/player/chema-anton-33519
Iván Hernández,Iván Hernández,1980-02-27,Spain,DF (Defender),Unknown,80.0,185.0,73,72,/player/ivan-hernandez-23501
José Carlos,José Carlos Fernández Vázquez,1987-07-17,Spain,MID (Midfielder),Left-footed,68.0,177.0,62,33,/player/jose-carlos-40794
Nauzet Pérez,Cecilio Nauzet Pérez González,1985-03-01,Spain,GOA (Goalkeeper),Right,87.0,190.0,70,48,/player/nauzet-32295
Justo Villar,Justo Wilmar Villar Viveros,1977-06-30,Paraguay,GOA (Goalkeeper),Right,80.0,180.0,78,78,/player/j-villar-27013
Jeffren,Jeffren Isaac Suárez Bermúdez,1988-01-20,Venezuela,MID (Midfielder),Left-footed,75.0,173.0,62,43,/player/jeffren-27732
Etxeita,Xabier Etxeita Gorritxategi,1987-10-31,Spain,DF (Defender),Right,79.0,185.0,82,52,/player/x-etxeita-29955
Adrián Colunga,Adrián Colunga Pérez,1984-11-17,Spain,STR (Striker),Left-footed,70.0,172.0,70,70,/player/a-colunga-23414
Pablo De Lucas,Pablo De Lucas Torres,1986-09-20,Spain,MID (Midfielder),Two-Footed,72.0,180.0,67,51,/player/p-de-lucas-47668
Lautaro Acosta,Lautaro Germán Acosta,1988-03-14,Argentina,STR (Striker),Right,67.0,169.0,81,73,/player/l-acosta-27048
Lassad,Lassad Hassen Nouioui,1985-03-08,France,STR (Striker),Right,75.0,188.0,64,64,/player/l-nouioui-27226
Nicolás Pareja,Nicolás Martín Pareja,1984-01-19,Argentina,DF (Defender),Right,75.0,183.0,78,78,/player/n-pareja-4585
Cristóbal Márquez,Cristóbal Márquez Crespo,1984-04-21,Spain,MID (Midfielder),Right,77.0,180.0,70,59,/player/cristobal-marquez-crespo-30323
Josmer Altidore,Josmer Volmy Altidore,1989-11-06,United States,STR (Striker),Right,78.0,182.0,82,55,/player/j-altidore-27277
Diego Perotti,Diego Perotti,1988-07-26,Argentina,STR (Striker),Right,70.0,179.0,78,51,/player/d-perotti-23910
Pedro Oldoni,Pedro Henrique Oldoni Do Nascimento,1985-11-26,Brazil,STR (Striker),Right,85.0,191.0,57,57,/player/pedro-henrique-oldoni-do-nascimento-27280
Rúper,Roberto López Esquíroz,1987-06-04,Spain,MID (Midfielder),Right,79.0,182.0,64,49,/player/ruper-33410
Chiki,Cristobal Linero Morante,1986-04-07,Spain,DF (Defender),Unknown,69.0,178.0,25,25,/player/cristobal-127779
Jesús Berrocal,Jesús Berrocal Campos,1988-02-05,Spain,STR (Striker),Right,77.0,183.0,64,46,/player/berrocal-27561
Daniel Parejo,Daniel Parejo Muñoz,1989-04-16,Spain,MID (Midfielder),Right,74.0,182.0,90,87,/player/d-parejo-29364
Tudela,José María Tudela Martínez,1986-08-23,Spain,MID (Midfielder),Unknown,82.0,185.0,37,36,/player/tudela-257599
Tiago Gomes,Tiago Henrique Damil Gomes,1986-07-29,Portugal,DF (Defender),Left-footed,80.0,177.0,68,52,/player/tiago-gomes-6357
De Miguel,Diego De Miguel Escribano,1984-09-01,Spain,GOA (Goalkeeper),Unknown,79.0,186.0,46,46,/player/de-miguel-31104
Egoitz Jaio,Egoitz Jaio Gabiola,1980-08-13,Spain,DF (Defender),Right,86.0,187.0,65,65,/player/e-jaio-23542
Míchel,Miguel Alfonso Herrero Javaloyas,1988-07-29,Spain,MID (Midfielder),Right,69.0,181.0,75,53,/player/michel-27207
Xabier Etxebarria,Xabier Etxebarria Larrabide,1987-07-20,Spain,DF (Defender),Right,80.0,181.0,57,44,/player/xabier-etxebarria-larrabide
Dani Castellano,Daniel Castellano Betancor,1987-11-02,Spain,DF (Defender),Two-Footed,74.0,179.0,71,62,/player/dani-castellano-27432
Diego Segura,Diego Segura Ramirez,1984-06-16,Spain,STR (Striker),Right,69.0,176.0,55,55,/player/diego-segura-30850
Teemu Pukki,Teemu Eino Antero Pukki,1990-03-29,Finland,STR (Striker),Right,75.0,180.0,87,80,/player/t-pukki-27618
Damián Escudero,Damián Ariel Escudero,1987-04-20,Argentina,STR (Striker),Left-footed,74.0,176.0,77,74,/player/damian-escudero
José Callejón,José María Callejón Bueno,1987-02-11,Spain,STR (Striker),Right,73.0,178.0,91,66,/player/j-callejon-23361
Rovérsio,Rovérsio Rodrigues De Barros,1984-01-17,Brazil,DF (Defender),Right,70.0,187.0,64,64,/player/roversio-22051
Jaume Costa,Jaume Vicent Costa Jordá,1988-03-18,Spain,DF (Defender),Left-footed,62.0,171.0,79,73,/player/jaume-costa-36293
Thomas Ujfalusi,Thomas Ujfalusi,1978-03-24,Czech Republic,DF (Defender),Right,75.0,185.0,84,84,/player/t-ujfalusi-961
Esteban Solari,Esteban Andrés Solari Poggio,1980-06-02,Argentina,STR (Striker),Two-Footed,82.0,188.0,68,68,/player/e-solari-19611
Albert Luque,Albert Luque Martos,1978-03-11,Spain,STR (Striker),Left-footed,80.0,183.0,85,84,/player/albert-luque-martos
Jorge García,Jorge Garcia Torre,1984-01-18,Spain,DF (Defender),Right,79.0,185.0,65,41,/player/jorge-30647
Krisztian Vadocz,Krisztián Vadócz,1985-05-03,Hungary,MID (Midfielder),Right,83.0,188.0,70,46,/player/k-vadocz-1631
Sergio Canales,Sergio Canales Madrazo,1991-02-16,Spain,MID (Midfielder),Left-footed,74.0,180.0,88,85,/player/s-canales-36167
Sebastián Nayar,Sebastián Nayar,1988-05-10,Argentina,DF (Defender),Two-Footed,85.0,188.0,58,58,/player/nayar-16824
Adrien Goñi,Adrien Goñi Cariñanos,1988-08-25,Spain,MID (Midfielder),Two-Footed,66.0,176.0,57,44,/player/adrien-goni-30758
Nagore,Txomin Nagore,1974-08-26,Spain,MID (Midfielder),Right,79.0,182.0,74,73,/player/nagore-7451
Renan,Renan Brito Soares,1985-01-24,Brazil,GOA (Goalkeeper),Right,82.0,185.0,80,52,/player/renan-213534
Eliseu,Eliseu Pereira Dos Santos,1983-10-01,Portugal,DF (Defender),Left-footed,75.0,177.0,82,82,/player/eliseu-28269
Uri Santos,Oriol Santos Ferrés,1986-10-29,Spain,STR (Striker),Right,68.0,169.0,51,51,/player/uri-santos-34354
Lassana Diarra,Lassana Diarra,1985-03-10,France,MID (Midfielder),Right,73.0,172.0,78,78,/player/l-diarra-317
Juan Quero,Juan Quero Barraso,1984-10-17,Spain,STR (Striker),Two-Footed,58.0,162.0,56,56,/player/j-quero-310636
Keko Gontán,Sergio Gontán Gallardo,1991-12-27,Spain,STR (Striker),Right,66.0,172.0,68,52,/player/keko-33660
Jacobo,Jacobo Sanz Ovejero,1983-07-10,Spain,GOA (Goalkeeper),Right,82.0,193.0,66,66,/player/jacobo-28114
Diego Colotto,Diego Daniel Colotto,1981-03-10,Argentina,DF (Defender),Two-Footed,81.0,184.0,79,78,/player/colotto-19580
Vladimir Stojković,Vladimir Stojković,1983-07-28,Serbia,GOA (Goalkeeper),Right,92.0,195.0,69,56,/player/vladimir-stojkovic-7003
Mate Bilic,Mate Bilić,1980-10-23,Croatia,STR (Striker),Right,81.0,185.0,72,72,/player/m-bilic-5404
Gary Kagelmacher,Gary Kagelmacher,1988-04-21,Uruguay,DF (Defender),Right,78.0,183.0,79,72,/player/g-kagelmacher-33517
Cordero,Miguel Ángel Cordero Sánchez,1987-09-10,Spain,MID (Midfielder),Right,72.0,178.0,63,47,/player/cordero-113679
Picón,Jose Antonio Picón Sedano,1988-05-13,Spain,DF (Defender),Right,74.0,183.0,56,42,/player/picon-34337
Michel Macedo,Michel Macedo Rocha Machado,1990-02-15,Brazil,DF (Defender),Right,88.0,177.0,70,63,/player/michel-macedo-29881
Hélder Rosario,Hélder Do Rosario Data,1980-03-08,Portugal,DF (Defender),Right,78.0,180.0,72,72,/player/helder-rosario-27058
Edu Bedia,Eduardo Bedia Peláez,1989-03-23,Spain,STR (Striker),Left-footed,74.0,182.0,67,45,/player/edu-bedia-27044
Toché,José Verdú Nicolás,1983-01-01,Spain,STR (Striker),Right,77.0,186.0,71,71,/player/jose-verdu-nicolas
Sergio Ortega,Sergio Ortega,1980-11-25,Spain,DF (Defender),Unknown,74.0,182.0,63,63,/player/sergio-ortega-33528
László Sepsi,László Sepsi,1987-06-07,Romania,DF (Defender),Left-footed,75.0,179.0,66,66,/player/l-sepsi-3996
Pedro,Pedro,1984-03-10,Spain,MID (Midfielder),Unknown,74.0,180.0,56,56,/player/pedro-santa-cecilia-garcia
Alhassane Keita,Alhassane Keita Otchico,1983-06-26,Guinea,STR (Striker),Right,67.0,165.0,73,29,/player/a-keita-27025
Omar,Omar Sampedro Bernardo,1985-06-05,Spain,STR (Striker),Right,65.0,169.0,57,44,/player/omar-88336
Rafael Van Der Vaart,Rafael Van Der Vaart,1983-02-11,Netherlands,MID (Midfielder),Left-footed,74.0,176.0,86,86,/player/r-van-der-vaart-2179
Cristian Maidana,Cristian Óscar Maidana,1987-01-24,Argentina,MID (Midfielder),Left-footed,73.0,182.0,68,46,/player/cristian-maidana-210350
Nelson,Nélson Augusto Tomar Marcos,1983-06-10,Portugal,DF (Defender),Right,65.0,172.0,77,77,/player/nelson-23330
Julio Álvarez,Julio Álvarez Mosquera,1981-05-01,Venezuela,MID (Midfielder),Right,74.0,180.0,73,73,/player/j-alvarez-23444
Goiria,Asier Goiria Etxebarria,1980-09-19,Spain,STR (Striker),Right,77.0,182.0,67,67,/player/goiria-23552
Emiliano Armenteros,Emiliano Daniel Armenteros,1986-01-18,Argentina,MID (Midfielder),Left-footed,78.0,178.0,76,76,/player/e-armenteros-230651
Hugo Rodriguez,Hugo Rodríguez Romero,1989-12-30,Spain,STR (Striker),Right,72.0,178.0,60,51,/player/hugo-52102
Sergio Sánchez,Sergio Sánchez Izquierdo,1986-09-27,Spain,GOA (Goalkeeper),Unknown,79.0,181.0,58,55,/player/sergio-sanchez-34416
Zé Antonio,José António Dos Santos Silva,1977-03-14,Portugal,DF (Defender),Left-footed,76.0,185.0,77,77,/player/ze-antonio-148082
Apoño,Antonio Galdeano Benítez,1984-02-13,Spain,MID (Midfielder),Right,72.0,173.0,76,41,/player/apono-23535
Juanra,Juan Ramon Cabrero Obrer,1980-04-24,Spain,DF (Defender),Right,80.0,183.0,68,68,/player/juanra-28121
Rubén Pérez,Rubén Salvador Pérez Del Mármol,1989-04-26,Spain,MID (Midfielder),Right,73.0,178.0,76,70,/player/ruben-perez-33662
Beranger,Grégory Beranger,1981-08-30,France,DF (Defender),Unknown,72.0,174.0,67,67,/player/beranger-30700
Fabián Monzón,Luciano Fabián Monzón,1987-04-13,Argentina,DF (Defender),Left-footed,75.0,179.0,78,47,/player/f-monzon-16822
Palacios,César Palacios Chocarro,1974-10-19,Spain,MID (Midfielder),Right,84.0,185.0,75,74,/player/cesar-chocarro-palacios
